Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
1968,Comprehensive African American Collection ,Dark Symphony: Negro Literature in America,Chronological,Cry for Me,Short Story,1964,1960s,William Melvin Kelley,1937,1930s,Male,Contemporary Literature,1st Ed,James A Emanuel
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Po' Sandy,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,My Brother Went to College,Short Story,,0s,Frank Yerby,1916,1910s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,The Man Child,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Debut,Short Story,,0s,Kristin Hunter,1931,1930s,Female,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Christmas Song,Short Story,1961,1960s,Langston Hughes,1902,1900s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Last Whipping,Short Story,1961,1960s,Langston Hughes,1902,1900s,Male,,1st Ed,Darwin T Turner
1969,Comprehensive American Collection ,"American Literature: Tradition & Innovation, Vol. 3",Chronological,Simple on Indian Blood,Short Story,1945,1940s,Langston Hughes,1902,1900s,Male,Humor and Satire,1st Ed,Harrison T Meserole; Walter Sutton; Brom Weber
1969,Comprehensive American Collection ,"American Literature: Tradition & Innovation, Vol. 3",Chronological,Simple Prays a Paryer,Short Story,1961,1960s,Langston Hughes,1902,1900s,Male,Humor and Satire,1st Ed,Harrison T Meserole; Walter Sutton; Brom Weber
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,"Thank You, M'am",Short Story,1958,1950s,Langston Hughes,1902,1900s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,"The Mortification of the Flesh Mr. Cornelius Johnson, Office-Seeker",Short Story,1901,1900s,Paul Laurence Dunbar,1872,1870s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Mister Toussan,Short Story,,0s,Ralph Ellison,1914,1910s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,,1st Ed,Darwin T Turner
1969,Comprehensive American Collection ,"American Literature: Tradition & Innovation, Vol. 3",Chronological,The Man Who Went to Chicago,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,Fiction Between the Wars,1st Ed,Harrison T Meserole; Walter Sutton; Brom Weber
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Cordelia the Crude,Short Story,1926,1920s,Wallace Thurman,1902,1900s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,The Only Man on Liberty Street,Short Story,1967,1960s,William Melvin Kelley,1937,1930s,Male,,1st Ed,Darwin T Turner
1969,Short Story Black Collection,Black American Literature: Fiction ,Chronological,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Darwin T Turner
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Stonewall Jackson's Waterloo,Short Story,1969,1960s,Albert Murray,1916,1910s,Male,II South: Slavery and After,1st Ed,Edward Margolies
1970,Special Topics - Black Women Writers Collection,The Black Woman: An Anthology,Chronological,The Diary of an African Nun,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,,1st Ed,Toni Cade Bambara
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Uncle Tom's Cabin: Alternate Ending,Short Story,2000,2000s,Amiri Baraka,1934,1930s,Male,"Part V: Toward Black Art, 1950 - 1969",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Like a Winding Sheet,Short Story,1945,1940s,Ann Petry,1911,1910s,Female,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,A Summer Tragedy,Short Story,1933,1930s,Arna Bontemps,1902,1900s,Male,"Part III: Dark Naturalism, 1930 - 1940",1st Ed,Charles L James
1970,Comprehensive African American Collection ,The Black Experience: An Anthology of American Literature for the 1970's ,Chronological,Po' Sandy,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,1st Ed,Frances S Freedman
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Po' Sandy,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,II South: Slavery and After,1st Ed,Edward Margolies
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Part I: The Roots, 1890 - 1920",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,Black Identity: A Thematic Reader,Theme,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Part One - Chapter Two: We Wear the Mask,1st Ed,Francis Edward Kearns
1970,Comprehensive African American Collection ,The Black Experience: An Anthology of American Literature for the 1970's ,Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,1st Ed,Frances S Freedman
1970,Comprehensive American Collection ,Forgotten pages of American literature ,Theme,The Sheriff's Children,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Two Traditions/ Afro - American Literature ,1st Ed,Gerald W Haslam
1970,Special Topics - Black Literature Collection,On Being Black: Writings by Afro-Americans from Frederick Douglass to the Present ,Chronological,The Wife of His Youth,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,1/First Stirrings,1st Ed,Daniel Walden; Charles T Davis;
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,He Also Loved,Short Story,1928,1920s,Claude McKay,1889,1880s,Male,"Part II: A New Writer, 1920 - 1930",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Neighbors,Short Story,,0s,Diane Oliver,1966,1960s,Female,II South: Slavery and After,1st Ed,Edward Margolies
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Yellow One,Short Story,1926,1920s,Eric Walrond,1898,1890s,Male,"Part II: A New Writer, 1920 - 1930",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,A Long Day in November,Short Story,1971,1970s,Ernest Gaines,1933,1930s,Male,"Part V: Toward Black Art, 1950 - 1969",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,McDougal,Short Story,,0s,Frank London Brown,1927,1920s,Male,VII Music,1st Ed,Edward Margolies
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Homecoming,Short Story,,0s,Frank Yerby,1916,1910s,Male,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,A Matter of Vocabularly,Short Story,1969,1960s,James Alan McPherson,1943,1940s,Male,"Part V: Toward Black Art, 1950 - 1969",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Come Out the Wilderness,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,"Part V: Toward Black Art, 1950 - 1969",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,The Outing,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,VI Chursh,1st Ed,Edward Margolies
1970,Comprehensive American Collection ,Forgotten pages of American literature ,Theme,The Rockpile,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,Two Traditions/ Afro - American Literature ,1st Ed,Gerald W Haslam
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Two Worlds,Short Story,,0s,James C. Lyman,,0s,Male,"Part V: Toward Black Art, 1950 - 1969",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Son in the Afternoon,Short Story,1962,1960s,John A. Williams,1925,1920s,Male,V Children,1st Ed,Edward Margolies
1970,Special Topics - Black Literature Collection,Black Identity: A Thematic Reader,Theme,Son in the Afternoon,Short Story,1962,1960s,John A. Williams,1925,1920s,Male,Part One - Chapter Five: The Barrier,1st Ed,Francis Edward Kearns
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Santa Claus is a White Man ,Short Story,1939,1930s,John Henrik Clarke,1915,1910s,Male,"Part III: Dark Naturalism, 1930 - 1940",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Mother Dear and Daddy,Short Story,,0s,Junius Edwards,1929,1920s,Male,V Children,1st Ed,Edward Margolies
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Cora Unashamed,Short Story,1934,1930s,Langston Hughes,1902,1900s,Male,"Part III: Dark Naturalism, 1930 - 1940",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,Black Identity: A Thematic Reader,Theme,Name in Print,Short Story,1941,1940s,Langston Hughes,1902,1900s,Male,Part Two,1st Ed,Francis Edward Kearns
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,"Rock, Church",Short Story,1948,1940s,Langston Hughes,1902,1900s,Male,VI Chursh,1st Ed,Edward Margolies
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,"Why, You Reckon?",Short Story,1934,1930s,Langston Hughes,1902,1900s,Male,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Jim's Probation ,Short Story,1899,1890s,Paul Laurence Dunbar,1872,1870s,Male,"Part I: The Roots, 1890 - 1920",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Ingrate,Short Story,,0s,Paul Laurence Dunbar,1872,1870s,Male,"Part I: The Roots, 1890 - 1920",1st Ed,Charles L James
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Wisdom of Silence,Short Story,,0s,Paul Laurence Dunbar,1872,1870s,Male,"Part I: The Roots, 1890 - 1920",1st Ed,Charles L James
1970,Special Topics - Black Women Writers Collection,The Black Woman: An Anthology,Chronological,Reena,Short Story,1983,1980s,Paule Marshall,1929,1920s,Female,,1st Ed,Toni Cade Bambara
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Flying Home,Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,Black Identity: A Thematic Reader,Theme,Flying Home,Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,Part Two,1st Ed,Francis Edward Kearns
1970,Comprehensive American Collection ,"American Literature, Vol. 2",Theme,King of the Bingo Game,Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,,1st Ed,Richard Poirier; William L Vance;
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,Big Boy Leaves Home,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,"Part III: Dark Naturalism, 1930 - 1940",1st Ed,Charles L James
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,Big Boy Leaves Home,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,III Migration,1st Ed,Edward Margolies
1970,Comprehensive American Collection ,Forgotten pages of American literature ,Theme,Long Black Song,Short Story,1938,1930s,Richard Wright,1908,1900s,Male,Two Traditions/ Afro - American Literature ,1st Ed,Gerald W Haslam
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
1970,Comprehensive African American Collection ,The Black Experience: An Anthology of American Literature for the 1970's ,Chronological,The Man Who Went to Chicago,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,,1st Ed,Frances S Freedman
1970,Special Topics - Black Literature Collection,A Native Son Reader,Theme,The Man Who Went to Chicago ,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,IV City,1st Ed,Edward Margolies
1970,Special Topics - Black Literature Collection,On Being Black: Writings by Afro-Americans from Frederick Douglass to the Present ,Chronological,Miss Cynthie,Short Story,1933,1930s,Rudolph Fisher,1897,1890s,Male,1/First Stirrings,1st Ed,Daniel Walden; Charles T Davis;
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,The City of Refuge,Short Story,1925,1920s,Rudolph Fisher,1897,1890s,Male,"Part II: A New Writer, 1920 - 1930",1st Ed,Charles L James
1970,Special Topics - Black Women Writers Collection,The Black Woman: An Anthology,Chronological,Tell Martha Not to Moan,Short Story,,0s,Sherley Anne Williams,1944,1940s,Female,,1st Ed,Toni Cade Bambara
1970,Short Story Black Collection,From the Roots: Short Stories by Black Americans ,Chronological,And/Or,Short Story,,0s,Sterling Brown,1909,1900s,Male,"Part IV: Toward Literary Assimilation, 1940 - 1950",1st Ed,Charles L James
